Мдт;Материал;Краткий текст материала;Длинный текст материала;Создано;Создал;ПслднИзм;Изменил;ВидМ;ГруппаМтр;БЕИ
400;000000001300222200;Подшипник ZARF 2590 L-TV-A INA;Подшипник ZARF 2590 L-TV-A INA;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300222334;Подшипник 6-3086309 ГОСТ520;Подшипник 6-3086309 ГОСТ520;29.10.2014;TMZ-KIV02;14.02.2025;RFCGWESBMOS;ZZAP;N13040000;ШТ
400;000000001300222365;Подшипник 6022 ГОСТ520;Подшипник 6022 ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300222402;Подшипник 6-80200 ГОСТ520;Подшипник 6-80200 ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300222424;Подшипник 3309J IBC;Подшипник 3309J IBC;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300222665;Подшипник 6-2313КМ ГОСТ520;Подшипник 6-2313КМ ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300222674;Подшипник M86649/M86610 Timken;Подшипник M86649/M86610 Timken;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300222721;Подшипник 113640Н ГОСТ520;Подшипник 113640Н ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300222722;Узел подшипниковый  UCP205 FKD;Узел подшипниковый  UCP205 FKD;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13020000;ШТ
400;000000001300222915;Подшипник 32938 DF SKF;Подшипник 32938 DF SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300222916;Подшипник 23038 CC/W33 SKF;Подшипник 23038 CC/W33 SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300222917;Подшипник 23944 CC/W33 SKF;Подшипник 23944 CC/W33 SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300222998;Головка шарнирная GIHNK70 LO INA;Головка шарнирная GIHNK70 LO INA;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13020000;ШТ
400;000000001300223141;Подшипник 22216 E-C3 SKF;Подшипник 22216 E-C3 SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300223157;Подшипник HH231649/HH231610 Timken;Подшипник HH231649/HH231610 Timken;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300223235;Подшипник 2-697920 ГОСТ520;Подшипник 2-697920 ГОСТ520;29.10.2014;TMZ-KIV02;10.04.2025;STZ-LNV;ZZAP;N13040000;ШТ
400;000000001300223333;Подшипник 1314 SKF;Подшипник 1314 SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300223389;Подшипник 6-46210Л ГОСТ520;Подшипник 6-46210Л ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300223642;Подшипник NUP2314 ECP SKF;Подшипник NUP2314 ECP SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300223777;Подшипник 80026 ГОСТ520;Подшипник 80026 ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300223782;Подшипник 561249Q3 FAG;Подшипник 561249Q3 FAG;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300223806;Подшипник 32322AQ IBC;Подшипник 32322AQ IBC;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300223807;Подшипник 7203BEJ IBC;Подшипник 7203BEJ IBC;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300223921;Подшипник 23228 MB/W33 NKE;Подшипник 23228 MB/W33 NKE;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300223931;Подшипник NJ 2218 ECM NSK;Подшипник NJ 2218 ECM NSK;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300223955;Подшипник ZARN 3570 L-T-A INA;Подшипник ZARN 3570 L-T-A INA;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300224220;Подшипник 4-46109Е DINROLL;Подшипник 4-46109Е DINROLL;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300224242;Подшипник 2212 ETN9 SKF;Подшипник 2212 ETN9 SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300224316;Подшипник GE 100 ES SKF;Подшипник GE 100 ES SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300224317;Подшипник 32040 X/DF SKF;Подшипник 32040 X/DF SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300224360;Подшипник 6215 2RSR FAG;Подшипник 6215 2RSR FAG;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300224361;Подшипник 6308 2RSR FAG;Подшипник 6308 2RSR FAG;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300224362;Подшипник 6309 2RSR FAG;Подшипник 6309 2RSR FAG;29.10.2014;TMZ-KIV02;19.02.2025;VTZ-KAV20;ZZAP;N13010000;ШТ
400;000000001300224380;Подшипник 180112 ГОСТ520;Подшипник 180112 ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300224486;Подшипник 13518Н ГОСТ520;Подшипник 13518Н ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300224512;Подшипник 31318A IBC;Подшипник 31318A IBC;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300224568;Подшипник 60217 ГОСТ520;Подшипник 60217 ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300224613;Подшипник 3513АМН ГОСТ520;Подшипник 3513АМН ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300224660;Подшипник 6-80201 ГОСТ520;Подшипник 6-80201 ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300224831;Подшипник 73634 ГОСТ520;Подшипник 73634 ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300225041;Рол.опор. KR 32 PP BCR;Рол.опор. KR 32 PP BCR;29.10.2014;TMZ-KIV02;14.02.2025;RFCGWESBMOS;ZZAP;N13030000;ШТ
400;000000001300225097;Подшипник NU 219 EM1 FAG;Подшипник NU 219 EM1 FAG;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300225136;Подшипник 6330М ГОСТ520;Подшипник 6330М ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300225298;Подшипник NUP 2310 ECP SKF;Подшипник NUP 2310 ECP SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300225338;Подшипник NATA5905 IKO;Подшипник NATA5905 IKO;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300225341;Подшипник NU2216 ECJ SKF;Подшипник NU2216 ECJ SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300225502;Подшипник NU234 ECMA BCR;Подшипник NU234 ECMA BCR;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300225794;Подшипник ZARF40100L TV-A FAG;Подшипник ZARF40100L TV-A FAG;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300225862;Подшипник 46206 ГОСТ520;Подшипник 46206 ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300225867;Подшипник GE 100 ES-2RS SKF;Подшипник GE 100 ES-2RS SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300225869;Подшипник 230/600 CA/W33 INA;Подшипник 230/600 CA/W33 INA;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300225870;Подшипник 29360E NACHI;Подшипник 29360E NACHI;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300225944;Подшипник 24030 CAC/3W33 Timken;Подшипник 24030 CAC/3W33 Timken;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300226073;Рол.опор. KR 35 PP BCR;Рол.опор. KR 35 PP BCR;29.10.2014;TMZ-KIV02;14.02.2025;RFCGWESBMOS;ZZAP;N13030000;ШТ
400;000000001300226081;Подшипник 6012 2Z SKF;Подшипник 6012 2Z SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300226131;Подшипник 6-202 ГОСТ520;Подшипник 6-202 ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300226132;Подшипник ZARF50140 TV INA;Подшипник ZARF50140 TV INA;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300226161;Подшипник GE80ES-2RS SKF;Подшипник GE80ES-2RS SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300226218;Подшипник NU 2232 ECMA SKF;Подшипник NU 2232 ECMA SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300226219;Подшипник NU1028 ML SKF;Подшипник NU1028 ML SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300226257;Подшипник 23222 CJ/W33 Timken;Подшипник 23222 CJ/W33 Timken;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300226259;Подшипник 3212B-2ZRTNG NSK;Подшипник 3212B-2ZRTNG NSK;29.10.2014;TMZ-KIV02;24.04.2025;STZ-LNV;ZZAP;N13010000;ШТ
400;000000001300226262;Подшипник 6020 AKE;Подшипник 6020 AKE;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300226263;Подшипник 6210 AKE;Подшипник 6210 AKE;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300226300;Подшипник 3282168 ГОСТ520;Подшипник 3282168 ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300226318;Подшипник 6307 2RSR AKE;Подшипник 6307 2RSR AKE;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300226442;Подшипник 34-97842Л ГОСТ520;Подшипник 34-97842Л ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300226443;Подшипник 34-697847Л ГОСТ520;Подшипник 34-697847Л ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300226449;Подшипник 6305 2RSR AKE;Подшипник 6305 2RSR AKE;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300226451;Подшипник 6304 2RSR AKE;Подшипник 6304 2RSR AKE;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300226519;Подшипник 53609Н ГОСТ520;Подшипник 53609Н ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300226529;Подшипник ZARF3080 TV-A INA;Подшипник ZARF3080 TV-A INA;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300226596;Подшипник 7184М ГОСТ520;Подшипник 7184М ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300226709;Узел подш. SNLD 3156 G FKD;Узел подш. SNLD 3156 G FKD;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13020000;ШТ
400;000000001300226764;Подшипник 23218 CE4 NSK;Подшипник 23218 CE4 NSK;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300226768;Подшипник 32210 SKF;Подшипник 32210 SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300226769;Подшипник 33214 IBC;Подшипник 33214 IBC;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300226806;Подшипник 42210 ГОСТ520;Подшипник 42210 ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300226808;Подшипник 6-7312А ГОСТ520;Подшипник 6-7312А ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300226836;Подшипник 2-17716Л1 ГОСТ520;Подшипник 2-17716Л1 ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300226867;Подшипник 20-42520ЛМ ГОСТ520;Подшипник 20-42520ЛМ ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300226945;Подшипник 13528АМНК ГОСТ520;Подшипник 13528АМНК ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300227035;Подшипник 2-97848ЛУ ГОСТ520;Подшипник 2-97848ЛУ ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300227036;Подшипник 22-97944Л ГОСТ520;Подшипник 22-97944Л ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300227144;Узел подшипниковый  GIHNK70TF EBF;Узел подшипниковый  GIHNK70TF EBF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13020000;ШТ
400;000000001300227213;Подшипник GE110ES-2RS BCR;Подшипник GE110ES-2RS BCR;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300227214;Подшипник GE140-ES-2RS SKF;Подшипник GE140-ES-2RS SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300227215;Подшипник GE50ES-2RS SKF;Подшипник GE50ES-2RS SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300227246;Подшипник 7313 BECBJ SKF;Подшипник 7313 BECBJ SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300227257;Узел подшипниковый  FYTB50TF EBF;Узел подшипниковый  FYTB50TF EBF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13020000;ШТ
400;000000001300227259;Подшипник 6-46108Л ГОСТ520;Подшипник 6-46108Л ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300227308;Подшипник 48385/48320 Timken;Подшипник 48385/48320 Timken;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300227429;Подшипник 32206 J2/Q SKF;Подшипник 32206 J2/Q SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300227435;Подшипник 2-246117Л ГОСТ520;Подшипник 2-246117Л ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300227601;Подшипник 23068 M/W33 AKE;Подшипник 23068 M/W33 AKE;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300227642;Подшипник GE60 ES EBF;Подшипник GE60 ES EBF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300227643;Подшипник 32215 J2/QDF INA;Подшипник 32215 J2/QDF INA;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300227674;Подшипник 2214КМ ГОСТ520;Подшипник 2214КМ ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300227729;Подшипник 6-180105 ГОСТ520;Подшипник 6-180105 ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300227743;Подшипник 33213 Q SKF;Подшипник 33213 Q SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300227745;Подшипник 33209 Q SKF;Подшипник 33209 Q SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300227746;Подшипник 33216 Q SKF;Подшипник 33216 Q SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300227748;Подшипник 33109 Q SKF;Подшипник 33109 Q SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300227789;Подшипник NNU4952 BK/SP/W33 EBF;Подшипник NNU4952 BK/SP/W33 EBF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300227944;Подшипник GE40ES-2RS IKO;Подшипник GE40ES-2RS IKO;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300227945;Узел подшипниковый  UC204 EBF;Узел подшипниковый  UC204 EBF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13020000;ШТ
400;000000001300228008;Подшипник 32332Л ГОСТ520;Подшипник 32332Л ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300228044;Подшипник 23136 CC/W33 SKF;Подшипник 23136 CC/W33 SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300228046;Подшипник 24026 CC/W33 SKF;Подшипник 24026 CC/W33 SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300228047;Подшипник 32022 SKF;Подшипник 32022 SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300228049;Подшипник NU 316 ECJ SKF;Подшипник NU 316 ECJ SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300228057;Узел подшипниковый UCP208 BCR;Узел подшипниковый UCP208 BCR;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13020000;ШТ
400;000000001300228058;Узел подш. UCP 209 FKD;Узел подш. UCP 209 FKD;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13020000;ШТ
400;000000001300228063;Подшипник 2007940М ГОСТ520;Подшипник 2007940М ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300228113;Подшипник 6211 2RS1 SKF;Подшипник 6211 2RS1 SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300228119;Подшипник 32926 DF SKF;Подшипник 32926 DF SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300228120;Подшипник 32226 J2/DF SKF;Подшипник 32226 J2/DF SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300228122;Подшипник QJ232 N2MA SKF;Подшипник QJ232 N2MA SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300228126;Подшипник NUP220 ECML SKF;Подшипник NUP220 ECML SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300228148;Подшипник 22226 EAE4C3 NSK;Подшипник 22226 EAE4C3 NSK;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300228149;Подшипник 3189 Timken;Подшипник 3189 Timken;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300228150;Подшипник 3314 J NSK;Подшипник 3314 J NSK;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300228153;Подшипник 6207 AKE;Подшипник 6207 AKE;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300228154;Подшипник 6213 AKE;Подшипник 6213 AKE;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300228157;Подшипник BLRB 365214 SKF;Подшипник BLRB 365214 SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300228252;Подшипник 6216 FAG;Подшипник 6216 FAG;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300228257;Подшипник ZARF3590 L-TV-A INA;Подшипник ZARF3590 L-TV-A INA;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300228287;Подшипник 22212 EK SKF;Подшипник 22212 EK SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300228331;Подшипник NU 322 ECJ SKF;Подшипник NU 322 ECJ SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300228435;Подшипник 21318 A/W33MB IBC;Подшипник 21318 A/W33MB IBC;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300228583;Подшипник 8020 LINSINGER;Подшипник 8020 LINSINGER;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300228585;Подшипник 8024 LINSINGER;Подшипник 8024 LINSINGER;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300228596;Подшипник SL 04-160 PP INA;Подшипник SL 04-160 PP INA;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300228597;Подшипник NU316 E-TVP2-C3 FAG;Подшипник NU316E-TVP2C3 FAG;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300228599;Подшипник GE40HO-2RS BCR;Подшипник GE40HO-2RS BCR;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300228656;Подшипник 32040 X SKF;Подшипник 32040 X SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300228657;Подшипник NU215 ECJ SKF;Подшипник NU215 ECJ SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300228658;Подшипник QJ316 N2MA SKF;Подшипник QJ316 N2MA SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300228666;Подшипник 2097136М ГОСТ520;Подшипник 2097136М ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300228693;Подшипник 6415 SKF;Подшипник 6415 SKF;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300228755;Подшипник 42236М ГОСТ520;Подшипник 42236М ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300228853;Подшипник 22308 EA/W33 NTN;Подшипник 22308 EA/W33 NTN;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300228866;Подшипник 97746М ГОСТ520;Подшипник 97746М ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300228871;Подшипник 6-7218А ГОСТ520;Подшипник 6-7218А ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300228882;Подшипник 32311 A AKE;Подшипник 32311 A AKE;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300228883;Подшипник 22220 C/W33-C3 AKE;Подшипник 22220 C/W33-C3 AKE;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300228890;Подшипник 7772КМ ГОСТ520;Подшипник 7772КМ ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300228891;Подшипник 6-3182172 ГОСТ520;Подшипник 6-3182172 ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
400;000000001300228932;Подшипник 81122 NTN;Подшипник 81122 NTN;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13010000;ШТ
400;000000001300229004;Подшипник 3624АМН ГОСТ520;Подшипник 3624АМН ГОСТ520;29.10.2014;TMZ-KIV02;07.02.2025;TMK-KAG;ZZAP;N13040000;ШТ
